,Unnamed: 0,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
267,19889,Younger than 25,1,Never married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Female,high
268,3059,60-69,6,Married,40-49,3,"Started High School, No Diploma",4,governmental,Service/Hospitality,White alone,Male,low
269,12809,60-69,6,Widowed,40-49,3,"Started College, No Diploma",6,private,Finance/Accounting,White alone,Male,high
270,20306,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,"Science, Engineering, Technology",White alone,Male,high
271,9215,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
272,10276,60-69,6,Separated,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,high
273,20988,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
274,3885,40-49,4,Separated,20-39,2,High School or GED Diploma,5,private,Transport,White alone,Female,low
275,18639,50-59,5,Never married,40-49,3,Middle School,3,self employed,Repair/Maintenance,White alone,Male,low
276,19707,40-49,4,Married,40-49,3,Middle School,3,private,Production/Assembly,White alone,Male,low
277,11831,60-69,6,Separated,40-49,3,Associate Degree,7,private,"Science, Engineering, Technology",White alone,Female,low
278,4600,40-49,4,Separated,More than 50,4,Doctorate Degree,10,governmental,Education,White alone,Male,high
279,8844,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Female,low
280,16148,50-59,5,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
281,3279,30-39,3,Married,40-49,3,Associate Degree,7,governmental,Office/Administrative Support,White alone,Female,low
282,20480,60-69,6,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,high
283,20020,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Female,low
284,18478,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Production/Assembly,White alone,Male,high
285,12280,60-69,6,Married,20-39,2,"Started College, No Diploma",6,self employed,Office/Administrative Support,White alone,Male,high
286,8948,40-49,4,Separated,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Female,low
287,7534,50-59,5,Married,40-49,3,Associate Degree,7,private,Construction/Extraction,White alone,Male,low
288,4471,30-39,3,Married,40-49,3,Doctorate Degree,10,self employed,Healthcare/Medical Services,White alone,Female,high
289,4372,40-49,4,Married,More than 50,4,"Started High School, No Diploma",4,private,Repair/Maintenance,White alone,Male,high
290,20655,30-39,3,Married,40-49,3,High School or GED Diploma,5,governmental,Production/Assembly,White alone,Male,low
291,6729,25-29,2,Married,40-49,3,"Started College, No Diploma",6,governmental,Healthcare/Medical Services,Black or African American alone,Female,low
292,14844,Older than 70,7,Widowed,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
293,21040,30-39,3,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,high
294,15135,50-59,5,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
295,14084,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Female,high
296,15774,Younger than 25,1,Never married,20-39,2,Associate Degree,7,private,Sales,Black or African American alone,Female,low
297,13902,40-49,4,Separated,More than 50,4,Doctorate Degree,10,private,Healthcare/Medical Services,White alone,Female,high
298,7639,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,"Farming, Fishing, Forestry",White alone,Male,high
299,5068,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
300,9684,40-49,4,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,low
301,16188,40-49,4,Married,More than 50,4,Bachelor Degree,8,private,Production/Assembly,Black or African American alone,Male,high
303,19390,40-49,4,Never married,More than 50,4,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
304,1207,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Transport,White alone,Male,low
305,12738,40-49,4,Separated,More than 50,4,"Started College, No Diploma",6,private,Transport,White alone,Male,high
306,5092,60-69,6,Married,More than 50,4,Bachelor Degree,8,private,Sales,White alone,Female,high
307,21948,50-59,5,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
308,8970,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
309,13151,30-39,3,Married,More than 50,4,High School or GED Diploma,5,private,Management/Business,White alone,Male,high
310,1628,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,high
311,9049,30-39,3,Married,More than 50,4,Doctorate Degree,10,private,Management/Business,White alone,Male,high
312,16141,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,high
313,20884,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
314,1195,25-29,2,Married,More than 50,4,"Started High School, No Diploma",4,self employed,Construction/Extraction,White alone,Male,low
315,9266,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
316,8897,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,governmental,Transport,White alone,Male,high
317,20807,Older than 70,7,Separated,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Male,high
318,16440,40-49,4,Separated,40-49,3,"Started High School, No Diploma",4,private,Transport,White alone,Female,low
319,1706,50-59,5,Separated,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
320,15758,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Service/Hospitality,White alone,Female,low
321,458,Younger than 25,1,Never married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,White alone,Female,low
322,15755,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,self employed,Management/Business,White alone,Male,high
323,13879,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Construction/Extraction,White alone,Male,low
324,16818,40-49,4,Never married,20-39,2,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
325,15868,60-69,6,Married,More than 50,4,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Male,high
326,17124,Younger than 25,1,Never married,40-49,3,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
327,13222,50-59,5,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
328,9,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,self employed,Service/Hospitality,White alone,Female,low
329,1063,50-59,5,Married,Less than 20,1,Associate Degree,7,governmental,Transport,White alone,Female,low
330,11044,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
331,20034,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
332,19090,50-59,5,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
333,8441,50-59,5,Married,More than 50,4,Bachelor Degree,8,governmental,Management/Business,White alone,Female,low
334,4091,Older than 70,7,Separated,Less than 20,1,Master or other Degree Beyond Bachelor,9,governmental,Counseling/Mental Health Services,Black or African American alone,Female,high
335,18167,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
336,2549,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Male,low
337,13107,40-49,4,Married,40-49,3,"Started High School, No Diploma",4,private,Production/Assembly,Black or African American alone,Male,low
338,17750,Younger than 25,1,Never married,40-49,3,Bachelor Degree,8,governmental,Counseling/Mental Health Services,Black or African American alone,Female,low
339,18545,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Finance/Accounting,Black or African American alone,Female,low
340,4858,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Repair/Maintenance,White alone,Male,low
341,19684,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
342,6909,50-59,5,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Female,low
343,11930,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
344,6676,50-59,5,Married,More than 50,4,Doctorate Degree,10,governmental,Management/Business,White alone,Male,high
345,8374,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Transport,White alone,Male,low
346,16785,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Female,low
347,9878,30-39,3,Married,40-49,3,Bachelor Degree,8,private,Transport,White alone,Male,high
348,1328,25-29,2,Married,More than 50,4,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
349,12477,25-29,2,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,Black or African American alone,Female,low
350,9148,30-39,3,Separated,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
351,10006,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
352,13630,30-39,3,Never married,40-49,3,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
353,16224,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
354,12734,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,governmental,Service/Hospitality,White alone,Male,low
355,18441,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
356,22253,25-29,2,Separated,20-39,2,"Started High School, No Diploma",4,private,Service/Hospitality,White alone,Female,low
357,13031,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,high
358,18314,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
359,16589,Older than 70,7,Married,40-49,3,Doctorate Degree,10,governmental,Healthcare/Medical Services,White alone,Male,high
360,14524,40-49,4,Widowed,40-49,3,Associate Degree,7,private,Office/Administrative Support,Black or African American alone,Female,low
361,20653,50-59,5,Separated,20-39,2,"Started College, No Diploma",6,private,"Farming, Fishing, Forestry",White alone,Female,low
362,18702,30-39,3,Never married,40-49,3,Associate Degree,7,private,Office/Administrative Support,Black or African American alone,Female,low
363,11378,50-59,5,Separated,More than 50,4,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
364,945,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Education,White alone,Female,low
365,19803,60-69,6,Separated,20-39,2,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Male,low
366,17106,40-49,4,Separated,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
367,22189,Older than 70,7,Married,40-49,3,"Started College, No Diploma",6,governmental,Service/Hospitality,White alone,Male,low
368,16273,50-59,5,Married,40-49,3,Associate Degree,7,private,Construction/Extraction,White alone,Male,low
369,7215,30-39,3,Married,40-49,3,Associate Degree,7,private,Production/Assembly,White alone,Female,low
370,5874,25-29,2,Married,More than 50,4,Doctorate Degree,10,private,Healthcare/Medical Services,White alone,Female,high
371,13703,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
372,7860,50-59,5,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
373,22173,25-29,2,Married,20-39,2,Bachelor Degree,8,private,Counseling/Mental Health Services,White alone,Female,low
374,1234,50-59,5,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Female,low
375,7641,30-39,3,Married,40-49,3,"Started College, No Diploma",6,governmental,"Science, Engineering, Technology",Black or African American alone,Male,high
376,444,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
377,20755,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
378,10700,60-69,6,Separated,20-39,2,No Elementary School,1,private,Office/Administrative Support,White alone,Male,low
